step,train_loss,test_loss
0,6.491138661869199,5.972894148804583
10,6.34999454822729,4.06942912446265
20,5.867868795148301,4.946770832123243
30,4.954187024514023,5.302705048444209
40,3.9386284882223936,5.074945080345326
50,4.719858569013455,4.784269110152254
60,4.002127703008042,4.388446367406427
70,4.739387533834693,3.8537025587990397
80,3.9657440806398436,4.67019927877619
90,4.125052568522516,4.4578973976928795
100,3.8513799463040823,4.2350898756560476
110,4.126752692606971,3.94827729887926
120,4.506368935560012,3.625151854169741
130,4.851519888416285,3.7210632364947456
140,4.610686084372994,4.398081024497209
150,3.9937963626325184,3.3278826835898108
160,3.3615073001976206,4.226250084262435
170,4.199263009995423,3.8277428327108383
180,4.093412493508371,2.639931303503778
190,4.314465114334836,3.694657869195634
200,3.447026869861141,4.2710486703315835
210,3.745440665148733,3.738667953909023
220,3.5787714501473475,4.337438963024402
230,4.187776661952928,2.898213963670986
240,4.0214849263072745,3.1511454031515833
250,3.9478721702391484,3.8019841693609053
260,3.5475625355845106,3.9941803874926376
270,4.285252012909417,2.6800682230978383
280,3.402855526951522,3.5745043030842427
290,3.5303207038470266,3.6418805152517866
300,3.774551444898739,3.654548935539622
310,3.2879277493986794,3.801874275792983
320,3.1875600339135812,4.153184386055568
330,3.0260412265751846,3.446283064721143
340,2.8469434594112735,2.6227304183083913
350,2.442095266386146,3.042999003603995
360,4.084215811978921,3.0394899534253597
370,2.727200875599474,1.6099033121643251
380,1.2997736004909308,2.6018983936139755
390,3.1260394703566243,2.351201013218852
400,3.7611160412120705,3.571351445808226
410,2.700101532637451,2.039055718271759
420,3.1639575663526385,2.5103390434530874
430,1.5295518468787377,2.496807006290492
440,3.144463672391761,2.431097841975204
450,2.731847879323174,2.7370037184010356
460,2.6688616256108313,3.629184775532903
470,1.3946234845708805,3.238199081038364
480,2.184530123862686,3.278399732378763
490,2.553549247642905,3.192793147388305
500,2.432356902693381,1.7113541318009342
510,2.711069345512435,1.8070540738841028
520,2.9881431683186404,1.330081557831008
530,1.715531773998322,3.6882682736200243
540,2.733220063172004,2.7544963614395908
550,2.1574910773413913,1.1348290125439624
560,1.627736008426603,2.8592740816643936
570,1.2662679714874243,1.3169642007951912
580,2.6462375962412437,2.9058441876049996
