step,train_loss,test_loss
0,241.5128841347335,218.8336968588998
10,194.28029641267935,150.67499551654655
20,175.34364432224066,368.02034286286727
30,222.73162466729616,162.17876302088507
40,175.39702457627723,142.28617133884697
50,107.30448893018283,131.1259857236177
60,125.05545606749563,106.27473010788107
70,110.4351863336264,98.76872950052139
80,146.3768573865751,29.34644031385826
90,51.36981664471727,92.45857470143122
100,33.192077810910035,72.00169640038435
110,63.24110153068054,48.52948764700994
120,23.59478477624288,26.338408687349183
130,27.727810399424047,30.922113503415023
140,34.08130616943062,43.63684628179794
150,26.589847593174156,29.005553621570883
160,41.26827026023532,31.165771196023332
170,39.91621686366929,25.8403733905081
180,29.075559426830292,23.32170692262235
190,22.974600785047276,22.408365380745526
200,37.46055239748244,26.173441161538452
210,22.57332679973674,22.972207323174786
220,25.12888594871523,32.475496464720095
230,33.65691184378534,20.203924982031538
240,19.862636611109345,26.701271694357573
250,25.499412970030733,20.459829374021552
260,22.096132055109802,23.391766324908048
270,26.097868021189164,16.466958376731597
280,15.24964960843869,18.76941543891781
290,17.68444303555479,17.904913698059485
300,28.465795571430917,9.963283039287973
310,18.449718975433434,20.602076958355504
320,20.05705827594009,18.733894555177795
330,15.965623903279976,14.103523103201935
340,19.038823733805447,11.782464174651192
350,11.075051198817873,17.382200124835414
360,13.478249226605973,12.768309075387576
370,11.912725695237942,8.453864860788409
380,13.22191708485161,7.646325789380286
390,13.771971738637102,15.68678099599305
400,7.172053502322652,8.425875788521195
410,8.97245369138972,12.479365015266271
420,13.48948626286031,7.581095745857021
430,12.7613863700206,12.178405309773005
440,6.764261013309349,8.553631373854103
450,7.453427237608493,6.615281424085684
460,9.723666876277807,7.842894906971575
470,4.136668599699434,9.055193251964777
480,9.918760467378387,9.960787365834149
490,2.4701200137808006,5.539937901792533
500,7.581963526148791,6.5564420248357775
510,5.700433717039109,8.772740201554402
520,6.717800447181173,7.090199270682511
530,6.863953721363689,5.708247006037919
540,6.095678173307053,2.9561593255780694
550,5.2865091746233865,6.249119471083338
560,8.692065266568456,5.962043416891216
570,5.368234734439767,7.259699988318368
580,5.758215435707849,4.866539704736053
590,3.9699637500984433,6.888022009731175
600,7.505253102120739,4.598548415003357
610,5.923848365546393,4.710236540975875
620,4.422045763766606,6.003648867585833
630,4.569345552851459,3.7750107024177835
640,3.487423843269638,4.276316950449153
650,5.3537889023898,5.936642558623804
660,3.5856490705072335,3.076350406959606
670,4.6220419183300905,5.620117222009608
680,3.5554069027472956,3.998982287496749
690,4.434102046351573,2.0196344743996075
700,2.1746132017166464,3.812968042606832
710,2.396560960788025,5.780203943528722
720,2.265075521751635,4.725983393376062
730,2.444258197978823,3.4822299196300763
740,3.004669531510521,3.4597142789707007
750,3.8524543928217536,4.197882616871939
760,4.094746160918853,3.6466432983344688
770,1.9934438589880263,2.1766074161552162
780,2.9392755078622423,4.059384402028407
790,3.4320902564885287,1.1231680924701983
800,3.854421718269035,2.3918375033197883
810,3.0916967172681518,3.5998369467490585
820,1.6221030345249563,2.1854488352813735
830,2.286718270438407,3.7142499746266435
840,3.7306708616553452,1.9410135462489089
850,3.8986987026450723,3.2000948112573453
860,2.8462344951597722,2.4176986151448734
870,3.146080861256716,3.2411456561521614
880,4.502237576912545,2.2761578814372276
890,3.4553720715269063,1.7831080730602407
900,4.471738544132092,1.7899513665055742
910,2.701765944067199,2.1280907674341227
920,3.37761082777554,2.1563536142135553
930,2.7457358946624866,1.6944919439279145
940,2.7475325175752916,1.8264212776718645
950,1.6828900581046518,1.926336696486489
960,3.817181992364909,1.6346498104241247
970,3.1796076037263434,2.4400447018720604
980,2.7711456424814136,1.7626662137289149
990,2.4388639847178757,1.8175272884860258
1000,1.5408052637849443,1.6417325349698115
1010,1.576867257118485,2.3361337442475647
1020,1.4981702028282833,1.918226133572787
1030,1.836621608864703,1.8007954002506696
1040,2.0095516221265863,1.8820433732708186
1050,1.9786071636455491,1.531991086783029
1060,2.2697102425425757,1.891471274680847
1070,2.025440539596434,1.9736040982567915
1080,1.2486621888979719,1.6281250443255557
1090,2.0427327730242753,1.4334263969615613
1100,1.3839720748145747,2.0061563033968937
1110,1.8473000240109512,1.702136516416709
1120,1.4434983100968095,1.76126637745711
1130,1.867952396554004,1.4632762582875858
1140,1.1485829631697535,1.0088003468539157
1150,1.3594883030515126,1.9155197300398075
1160,1.721542420139129,0.9808806528623657
1170,2.161015563896151,1.34595029159604
1180,1.0581861068480751,1.475134811963064
1190,1.3137152314093858,1.4832496986012973
1200,1.1742975411700771,1.475460416686504
1210,1.5069341071024998,1.0237775385434003
1220,1.6431657049661075,1.3148712335875368
1230,1.1392217842950239,0.8047005106700801
1240,1.167801325708283,1.457310728912752
1250,1.1264249127268062,0.6869031213892708
1260,0.9946746621416387,1.0841741244405285
1270,1.5508040409603334,1.4295658870343346
1280,1.0222283455383128,0.7946028085780558
1290,1.1572929543913881,0.7527640995161752
1300,0.5108175410206524,1.118529501787527
1310,1.0513566508117222,1.245498287401983
1320,1.0188415933604453,0.8968974294759082
1330,0.7588034775833312,1.288676564567397
1340,0.9712527249382543,1.6015830285315398
1350,0.6577001313524437,1.1611323889528995
1360,1.008217569701893,1.0179437300487395
1370,1.2139474595618047,0.6820421645575853
1380,0.6002988532222414,1.0301498222164114
1390,0.6294479579105009,0.9320857646254447
1400,1.0981098148267512,0.8225239121125325
1410,0.840445526094154,1.0684407584055793
1420,1.1936692000717706,0.4606578256351594
1430,1.35897560028076,0.6972112040909639
1440,1.2398649591972382,1.1531748289004817
1450,0.8947903111815095,0.5261630077337456
1460,0.9794251594528005,0.8834924339834684
1470,0.7860215696243572,0.8529118526735778
1480,1.118953396605535,1.152609371101053
1490,0.7196993163513362,0.6250287313138687
1500,1.0272421178788518,0.6019277834269628
1510,0.5504745251692804,0.6017157116566669
1520,0.5129371278239655,0.37397607036306374
1530,0.9979992298379026,0.680586991092641
1540,0.44483993126637245,0.3226371744381923
1550,0.6594270912234858,0.6921838446798236
1560,0.8035258863086814,0.764149250096396
1570,0.8808079796282984,0.36541341181366976
1580,0.46807518682215904,0.3109606057351696
1590,0.4916963256800115,0.8529894015892985
1600,0.7784144150566847,0.861894368490061
1610,0.41807234425497203,0.8875003286091635
1620,0.627755467413183,0.7103027182311991
1630,0.7278124201817688,0.5288525840131829
1640,0.5499717437468513,0.9231102914035515
1650,0.5589116362317368,0.5596217018329227
1660,0.4722995677938746,0.6669025592255289
1670,0.6853663536656283,0.5056654338796301
1680,0.6855034120308787,0.45427608502919936
1690,0.7147009035303625,0.610453160157962
1700,0.32392188405425676,0.574364255245312
1710,0.5444347644750976,0.8901929253213415
1720,0.8098550166222916,0.3891276351038532
1730,0.5098964488037089,0.43923046923022074
1740,0.5165645825661219,0.6113557763061894
1750,0.5599307940664626,0.4814704023029787
1760,0.6662084923587257,0.4632436127916029
1770,0.42815541297474236,0.5038306360813255
1780,0.26517613287180064,0.6971012578440651
1790,0.44324790624348837,0.3683330665031696
1800,0.519290734858595,0.6748832174376211
1810,0.4359909566100222,0.5282910628548722
1820,0.3515910950200397,0.5259510634722969
1830,0.6272504581698746,0.3298618182966465
1840,0.2849225555961526,0.3387539252995516
1850,0.35173952180064083,0.4164553121580395
1860,0.42964213216497127,0.5653090865092546
1870,0.3895843649513763,0.30513043438441523
1880,0.2575504708819,0.3285694501229853
1890,0.4169772855025688,0.1724767719830715
1900,0.33872374960426466,0.3103998522428181
1910,0.3153149776349226,0.420796120732583
1920,0.37003412134758057,0.43552832202601865
1930,0.257801829585881,0.5059302298153388
1940,0.3594130439576902,0.4647651879387544
1950,0.2217138887804549,0.4330546418537151
1960,0.21938525574473963,0.39880117568284956
1970,0.3706823347503753,0.21478461444982822
1980,0.25766722927958996,0.2453404376677739
1990,0.37918254372554117,0.5070968514238074
